
DATAFLOW,LAST UPDATE,freq,wst_oper,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,AL,2013,325,s
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,AL,2014,425,s
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,AL,2015,491,s
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,AL,2016,452,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,AL,2017,436,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,AL,2018,462,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,AL,2019,381,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,AL,2020,369,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,AL,2021,311,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,AT,2000,580,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,AT,2001,576,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,AT,2002,608,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,AT,2003,607,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,AT,2004,574,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,AT,2005,575,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,AT,2006,597,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,AT,2007,597,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,AT,2008,600,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,AT,2009,590,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,AT,2010,562,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,AT,2011,573,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,AT,2012,579,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,AT,2013,578,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,AT,2014,565,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,AT,2015,560,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,AT,2016,564,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,AT,2017,570,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,AT,2018,579,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,AT,2019,588,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,AT,2020,834,b
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BA,2008,356,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BA,2009,354,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BA,2010,332,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BA,2011,340,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BA,2012,340,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BA,2013,311,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BA,2014,349,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BA,2015,340,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BA,2016,354,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BA,2017,352,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BA,2018,356,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BA,2019,352,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BE,2000,471,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BE,2001,467,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BE,2002,482,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BE,2003,465,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BE,2004,485,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BE,2005,482,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BE,2006,485,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BE,2007,493,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BE,2008,480,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BE,2009,467,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BE,2010,456,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BE,2011,455,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BE,2012,445,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BE,2013,436,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BE,2014,425,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BE,2015,412,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BE,2016,419,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BE,2017,411,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BE,2018,409,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BE,2019,416,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BE,2020,729,b
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BE,2021,759,p
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BG,2000,612,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BG,2001,596,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BG,2002,602,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BG,2003,603,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BG,2004,599,b
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BG,2005,588,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BG,2006,577,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BG,2007,553,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BG,2008,599,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BG,2009,598,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BG,2010,554,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BG,2011,508,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BG,2012,460,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BG,2013,432,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BG,2014,442,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BG,2015,419,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BG,2016,404,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BG,2017,435,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BG,2018,407,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BG,2019,442,s
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,BG,2020,408,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CH,2000,659,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CH,2001,663,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CH,2002,678,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CH,2003,670,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CH,2004,663,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CH,2005,664,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CH,2006,712,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CH,2007,724,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CH,2008,739,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CH,2009,705,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CH,2010,711,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CH,2011,692,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CH,2012,697,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CH,2013,706,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CH,2014,733,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CH,2015,728,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CH,2016,723,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CH,2017,709,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CH,2018,706,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CH,2019,709,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CH,2020,706,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CH,2021,704,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CY,2000,628,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CY,2001,650,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CY,2002,655,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CY,2003,670,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CY,2004,684,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CY,2005,688,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CY,2006,695,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CY,2007,704,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CY,2008,729,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CY,2009,729,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CY,2010,695,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CY,2011,676,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CY,2012,664,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CY,2013,618,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CY,2014,602,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CY,2015,620,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CY,2016,633,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CY,2017,625,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CY,2018,646,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CY,2019,648,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CY,2020,609,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CY,2021,633,p
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CZ,2000,335,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CZ,2001,274,b
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CZ,2002,279,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CZ,2003,280,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CZ,2004,279,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CZ,2005,289,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CZ,2006,297,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CZ,2007,294,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CZ,2008,306,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CZ,2009,317,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CZ,2010,318,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CZ,2011,320,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CZ,2012,308,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CZ,2013,307,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CZ,2014,310,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CZ,2015,316,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CZ,2016,339,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CZ,2017,489,b
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CZ,2018,494,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CZ,2019,500,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CZ,2020,543,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,CZ,2021,570,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DE,2000,642,s
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DE,2001,632,s
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DE,2002,640,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DE,2003,601,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DE,2004,587,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DE,2005,565,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DE,2006,564,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DE,2007,582,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DE,2008,589,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DE,2009,592,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DE,2010,602,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DE,2011,626,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DE,2012,619,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DE,2013,615,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DE,2014,631,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DE,2015,632,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DE,2016,633,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DE,2017,627,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DE,2018,606,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DE,2019,609,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DE,2020,641,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DE,2021,646,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DK,2000,664,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DK,2001,657,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DK,2002,664,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DK,2003,671,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DK,2004,695,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DK,2005,736,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DK,2006,740,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DK,2007,790,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DK,2008,830,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DK,2009,762,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DK,2011,862,b
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DK,2012,806,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DK,2013,813,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DK,2014,808,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DK,2015,822,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DK,2016,830,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DK,2017,820,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DK,2018,814,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DK,2019,844,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DK,2020,814,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,DK,2021,786,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EE,2000,453,b
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EE,2001,366,b
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EE,2002,401,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EE,2003,414,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EE,2004,445,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EE,2005,433,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EE,2006,398,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EE,2007,449,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EE,2008,392,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EE,2009,339,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EE,2010,305,b
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EE,2011,301,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EE,2012,280,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EE,2013,293,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EE,2014,357,b
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EE,2015,359,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EE,2016,376,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EE,2017,390,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EE,2018,405,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EE,2019,369,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EE,2020,383,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EE,2021,395,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EL,2000,412,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EL,2001,420,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EL,2002,426,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EL,2003,431,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EL,2004,436,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EL,2005,442,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EL,2006,447,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EL,2007,453,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EL,2008,458,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EL,2009,464,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EL,2010,532,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EL,2011,503,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EL,2012,495,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EL,2013,482,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EL,2014,488,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EL,2015,488,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EL,2016,498,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EL,2017,504,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EL,2018,515,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EL,2019,524,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,ES,2000,653,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,ES,2001,652,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,ES,2002,637,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,ES,2003,646,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,ES,2004,600,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,ES,2005,588,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,ES,2006,590,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,ES,2007,578,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,ES,2008,551,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,ES,2009,542,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,ES,2010,510,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,ES,2011,485,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,ES,2012,468,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,ES,2013,454,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,ES,2014,448,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,ES,2015,456,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,ES,2016,463,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,ES,2017,473,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,ES,2018,475,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,ES,2019,472,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,ES,2020,464,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,ES,2021,472,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EU27_2020,2000,513,s
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EU27_2020,2001,509,s
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EU27_2020,2002,515,s
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EU27_2020,2003,502,s
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EU27_2020,2004,500,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EU27_2020,2005,506,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EU27_2020,2006,513,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,EU27_2020,2007,517,
